,Position,x,y
0,L1,0.979763122950906,0
1,L2,1.02046238712899,0
2,L3,-1.00001053494613,0
3,L4,0.49997471612927974,0.8660254037844386
4,L5,0.49997471612927974,-0.8660254037844386
