,Position,x,y
0,L1,0.932378336865411,0
1,L2,1.06881768125576,0
2,L3,-1.00039722438795,0
3,L4,0.49904666135583037,0.8660254037844386
4,L5,0.49904666135583037,-0.8660254037844386
